X_Minimum,X_Maximum,Y_Minimum,Y_Maximum,Pixels_Areas,X_Perimeter,Y_Perimeter,Sum_of_Luminosity,Minimum_of_Luminosity,Maximum_of_Luminosity,Length_of_Conveyer,TypeOfSteel_A300,TypeOfSteel_A400,Steel_Plate_Thickness,Edges_Index,Empty_Index,Square_Index,Outside_X_Index,Edges_X_Index,Edges_Y_Index,Outside_Global_Index,LogOfAreas,Log_X_Index,Log_Y_Index,Orientation_Index,Luminosity_Index,SigmoidOfAreas,Class
39,215,2109173,2109236,6763,277,151,706929,42,124,1358,0,1,40,0.0574,0.3901,0.358,0.1296,0.6354,0.4172,0.0,3.8301,2.2455,1.7993,-0.6421,-0.1834,1.0,0
121,148,373848,373861,149,49,29,19691,122,143,1360,0,1,40,0.1779,0.5755,0.4815,0.0199,0.551,0.4483,0.0,2.1732,1.4314,1.1139,-0.5185,0.0325,0.5805,1
1049,1059,764081,764092,70,12,11,7279,82,125,1687,1,0,100,0.7445,0.3636,0.9091,0.0059,0.8333,1.0,1.0,1.8451,1.0,1.0414,0.0909,-0.1876,0.2173,1
41,212,4419228,4419287,6175,266,144,652005,46,127,1358,0,1,40,0.0604,0.388,0.345,0.1259,0.6429,0.4097,0.0,3.7906,2.233,1.7708,-0.655,-0.1751,1.0,0
1567,1580,72307,72355,326,35,49,31251,87,109,1692,0,1,300,0.1324,0.4776,0.2708,0.0077,0.3714,0.9796,1.0,2.5132,1.1139,1.6812,0.7292,-0.2511,0.8952,1
41,212,1935297,1935360,6493,293,135,676077,41,125,1358,0,1,40,0.0604,0.3973,0.3684,0.1259,0.5836,0.4667,0.0,3.8124,2.233,1.7993,-0.6316,-0.1865,1.0,0
1324,1335,97132,97213,594,55,81,61608,93,125,1353,0,1,120,0.0266,0.3333,0.1358,0.0081,0.2,1.0,1.0,2.7738,1.0414,1.9085,0.8642,-0.1897,0.9806,1
1329,1334,1682919,1682947,89,16,28,10584,110,134,1356,0,1,40,0.0325,0.3643,0.1786,0.0037,0.3125,1.0,1.0,1.9494,0.699,1.4472,0.8214,-0.0709,0.2532,1
41,212,2609514,2609580,5951,302,136,617708,38,124,1356,0,1,40,0.0605,0.4727,0.386,0.1261,0.5662,0.4853,0.0,3.7746,2.233,1.8195,-0.614,-0.1891,1.0,1
1569,1585,116177,116204,218,36,32,23865,93,124,1692,0,1,300,0.1265,0.4954,0.5926,0.0095,0.4444,0.8438,1.0,2.3385,1.2041,1.4314,0.4074,-0.1447,0.7037,1
1538,1549,789340,789352,100,13,12,9458,77,110,1652,1,0,80,0.1247,0.2424,0.9167,0.0067,0.8461,1.0,1.0,2.0,1.0414,1.0792,0.0833,-0.2611,0.2432,1
775,783,1370789,1370812,111,16,23,13374,110,134,1358,0,1,40,0.8468,0.3967,0.3478,0.0059,0.5,1.0,1.0,2.0453,0.9031,1.3617,0.6522,-0.0587,0.3125,1
41,211,1626575,1626636,5706,266,139,590664,43,124,1356,0,1,40,0.0605,0.4498,0.3588,0.1254,0.6391,0.4388,0.0,3.7563,2.2304,1.7853,-0.6412,-0.1913,1.0,0
259,272,125025,125040,150,13,15,28697,172,212,1387,0,1,40,0.3735,0.2308,0.8667,0.0094,1.0,1.0,1.0,2.1761,1.1139,1.1761,0.1333,0.4946,0.3285,0
1146,1223,3997970,3998180,3432,258,330,389429,92,143,1366,0,1,40,0.2094,0.7878,0.3667,0.0564,0.2984,0.6364,1.0,3.5356,1.8865,2.3222,0.6333,-0.1135,1.0,1
37,199,1430612,1430780,14069,675,452,1642086,26,141,1400,0,1,40,0.0529,0.4831,0.9643,0.1157,0.24,0.3717,1.0,4.1483,2.2095,2.2253,0.0357,-0.0882,1.0,0
1302,1308,2369532,2369561,115,18,29,14260,115,135,1352,0,1,40,0.0651,0.3391,0.2069,0.0044,0.3333,1.0,1.0,2.0607,0.7782,1.4624,0.7931,-0.0313,0.2984,1
705,727,5071808,5071831,282,38,27,30746,77,126,1356,1,0,200,0.9277,0.4427,0.9565,0.0162,0.5789,0.8518,1.0,2.4502,1.3424,1.3617,0.0435,-0.1482,0.7955,1
1440,1450,220121,220146,138,17,25,16548,101,133,1633,0,1,250,0.2241,0.448,0.4,0.0061,0.5882,1.0,1.0,2.1399,1.0,1.3979,0.6,-0.0632,0.4138,1
836,878,2150529,2150756,5390,297,258,635678,9,143,1362,0,1,40,0.7107,0.4347,0.185,0.0308,0.1414,0.8798,1.0,3.7316,1.6233,2.356,0.815,-0.0786,1.0,0
1341,1409,2794140,2794143,173,68,11,21612,65,174,1692,1,0,70,0.3345,0.152,0.0441,0.0402,1.0,0.2727,0.0,2.238,1.8325,0.4771,-0.9559,-0.024,0.3419,1
41,232,844714,844903,20313,755,497,2400588,23,141,1400,0,1,40,0.0586,0.4373,0.9895,0.1364,0.253,0.3803,0.0,4.3078,2.281,2.2765,-0.0105,-0.0767,1.0,0
61,213,7783272,7783320,3824,157,95,417036,73,127,1362,0,1,40,0.0896,0.4759,0.3158,0.1116,0.9682,0.5053,0.0,3.5825,2.1818,1.6812,-0.6842,-0.148,1.0,0
996,1015,28972,28984,128,29,16,13352,96,116,1358,0,1,40,0.5052,0.4386,0.6316,0.014,0.6552,0.75,0.0,2.1072,1.2787,1.0792,-0.3684,-0.1851,0.3787,1
676,689,1974176,1974206,216,27,30,22418,93,119,1364,1,0,70,0.9897,0.4462,0.4333,0.0095,0.4815,1.0,1.0,2.3345,1.1139,1.4771,0.5667,-0.1892,0.6422,1
214,247,1538494,1538509,209,66,46,27037,118,143,1362,0,1,40,0.3142,0.5778,0.4545,0.0242,0.5,0.3261,0.0,2.3201,1.5185,1.1761,-0.5454,0.0106,0.7833,1
189,203,238753,238766,63,20,14,8140,118,141,1364,0,1,40,0.2771,0.6539,0.9286,0.0103,0.7,0.9286,0.0,1.7993,1.1461,1.1139,-0.0714,0.0094,0.3097,1
345,362,283416,283428,60,23,18,7914,124,143,1364,0,1,40,0.5059,0.7059,0.7059,0.0125,0.7391,0.6667,0.0,1.7781,1.2305,1.0792,-0.2941,0.0305,0.3419,1
41,207,2336275,2336344,5724,277,162,588321,37,124,1356,0,1,40,0.0605,0.5003,0.4157,0.1224,0.5993,0.4259,0.0,3.7577,2.2201,1.8389,-0.5843,-0.197,1.0,0
1357,1373,5877663,5877670,52,20,8,6616,116,143,1652,1,0,69,0.3378,0.5357,0.4375,0.0097,0.8,0.875,0.0,1.716,1.2041,0.8451,-0.5625,-0.006,0.2195,1
100,107,108596,108604,39,11,8,6999,172,189,1353,0,1,200,0.1478,0.3036,0.875,0.0052,0.6364,1.0,1.0,1.5911,0.8451,0.9031,0.125,0.402,0.1622,1
438,455,627768,627803,415,29,37,45783,82,127,1360,0,1,40,0.6441,0.3025,0.4857,0.0125,0.5862,0.9459,1.0,2.6181,1.2305,1.5441,0.5143,-0.1381,0.8756,1
41,216,2957266,2957336,6653,302,155,693100,42,124,1358,0,1,40,0.0604,0.4569,0.4,0.1289,0.5795,0.4516,0.0,3.823,2.243,1.8451,-0.6,-0.1861,1.0,0
1398,1445,684296,684315,381,91,47,48528,111,143,1694,1,0,143,0.294,0.5734,0.4043,0.0277,0.5165,0.4043,0.0,2.5809,1.6721,1.2787,-0.5957,-0.0049,0.9809,1
0,14,971696,971813,949,43,118,76361,59,106,1687,1,0,80,0.0,0.4206,0.1197,0.0083,0.3256,0.9915,1.0,2.9773,1.1461,2.0682,0.8803,-0.3714,0.9999,1
1043,1106,4163671,4163699,980,80,46,92750,24,133,1356,1,0,200,0.3687,0.4444,0.4444,0.0465,0.7875,0.6087,0.0,2.9912,1.7993,1.4472,-0.5556,-0.2606,0.9999,1
20,31,1048964,1048986,158,18,22,17923,106,125,1373,0,1,40,0.0291,0.3471,0.5,0.008,0.6111,1.0,1.0,2.1987,1.0414,1.3424,0.5,-0.1138,0.4009,1
325,385,508368,508656,6102,251,303,655912,87,133,1353,0,1,300,0.4804,0.6469,0.2083,0.0443,0.239,0.9505,1.0,3.7855,1.7781,2.4594,0.7917,-0.1602,1.0,1
37,212,2222725,2222791,6281,265,132,654358,42,126,1356,0,1,40,0.0546,0.4562,0.3771,0.1291,0.6604,0.5,0.0,3.798,2.243,1.8195,-0.6229,-0.1861,1.0,0
50,61,259240,259248,51,15,13,6335,117,134,1358,0,1,200,0.0736,0.4205,0.7273,0.0081,0.7333,0.6154,0.0,1.7076,1.0414,0.9031,-0.2727,-0.0296,0.1934,1
141,148,236266,236280,60,8,14,11189,178,198,1387,0,1,40,0.2033,0.3878,0.5,0.005,0.875,1.0,1.0,1.7781,0.8451,1.1461,0.5,0.4569,0.204,0
445,790,4569159,4569177,4307,361,123,361568,64,118,1360,1,0,100,0.6544,0.3064,0.0522,0.2537,0.9557,0.1463,0.0,3.6342,2.5378,1.2553,-0.9478,-0.3442,1.0,1
1362,1372,4443762,4443777,114,14,15,12808,102,124,1666,0,1,40,0.3529,0.24,0.6667,0.006,0.7143,1.0,1.0,2.0569,1.0,1.1761,0.3333,-0.1223,0.266,1
39,215,1601728,1601796,6430,276,127,669161,46,126,1358,0,1,40,0.0574,0.4627,0.3864,0.1296,0.6377,0.5354,0.0,3.8082,2.2455,1.8325,-0.6136,-0.187,1.0,0
719,927,4689395,4689414,1535,239,120,173468,97,132,1358,1,0,100,0.6348,0.6116,0.0913,0.1532,0.8703,0.1583,0.0,3.1861,2.3181,1.2787,-0.9086,-0.1171,1.0,1
92,115,2797518,2797525,77,25,10,6702,76,101,1354,1,0,70,0.1359,0.5217,0.3043,0.017,0.92,0.7,0.0,1.8865,1.3617,0.8451,-0.6956,-0.32,0.2806,1
779,923,4662945,4662964,981,187,105,111196,97,134,1360,1,0,100,0.6427,0.6414,0.1319,0.1059,0.77,0.181,0.0,2.9917,2.1584,1.2787,-0.8681,-0.1145,1.0,1
9,18,143523,143544,125,14,21,13987,97,141,1687,0,1,200,0.0107,0.3386,0.4286,0.0053,0.6429,1.0,1.0,2.0969,0.9542,1.3222,0.5714,-0.1258,0.3197,1
1244,1281,57715,57763,649,110,71,61937,85,117,1360,0,1,40,0.1162,0.6346,0.7708,0.0272,0.3364,0.6761,1.0,2.8122,1.5682,1.6812,0.2292,-0.2544,0.9999,1
883,917,745600,745614,254,42,25,31667,116,135,1362,0,1,50,0.6535,0.4664,0.4118,0.025,0.8095,0.56,0.0,2.4048,1.5315,1.1461,-0.5882,-0.026,0.761,1
1677,1686,1846237,1846251,93,13,14,5606,42,84,1692,1,0,70,0.0071,0.2619,0.6429,0.0053,0.6923,1.0,1.0,1.9685,0.9542,1.1461,0.3571,-0.5291,0.2359,1
99,129,2634035,2634039,75,30,7,9556,104,149,1376,0,1,40,0.1439,0.375,0.1333,0.0218,1.0,0.5714,0.0,1.8751,1.4771,0.6021,-0.8667,-0.0046,0.2288,1
1616,1625,1725137,1725163,138,23,26,8720,48,84,1656,1,0,80,0.0374,0.4103,0.3462,0.0054,0.3913,1.0,1.0,2.1399,0.9542,1.415,0.6539,-0.5063,0.3882,1
0,12,645933,645992,309,13,59,27035,36,117,1353,0,1,70,0.0,0.5636,0.2034,0.0089,0.9231,1.0,1.0,2.49,1.0792,1.7708,0.7966,-0.3165,0.9373,1
1586,1598,214533,214550,123,19,17,10646,77,103,1692,0,1,300,0.1111,0.3971,0.7059,0.0071,0.6316,1.0,1.0,2.0899,1.0792,1.2305,0.2941,-0.3238,0.3419,1
534,545,756916,756929,78,20,13,10621,129,148,1364,1,0,70,0.783,0.4545,0.8461,0.0081,0.55,1.0,1.0,1.8921,1.0414,1.1139,0.1539,0.0638,0.257,1
0,224,418600,418798,20894,1169,712,2529140,18,143,1398,0,1,40,0.0,0.5289,0.8839,0.1602,0.1916,0.2781,0.0,4.32,2.3503,2.2967,-0.1161,-0.0543,1.0,0
39,216,2662735,2662807,6664,328,172,690169,33,124,1358,0,1,40,0.0574,0.4771,0.4068,0.1303,0.5396,0.4186,0.0,3.8237,2.248,1.8573,-0.5932,-0.1909,1.0,0
216,228,2150440,2150452,106,12,13,12235,107,124,1387,0,1,40,0.3115,0.2639,1.0,0.0087,1.0,0.9231,0.5,2.0253,1.0792,1.0792,0.0,-0.0983,0.2583,1
39,175,2605918,2606006,6381,280,166,678752,41,135,1400,0,1,40,0.0557,0.4668,0.6471,0.0971,0.4857,0.5301,0.0,3.8049,2.1335,1.9445,-0.3529,-0.169,1.0,0
787,798,2887288,2887307,137,21,19,15397,95,131,1690,1,0,70,0.9314,0.3445,0.5789,0.0065,0.5238,1.0,1.0,2.1367,1.0414,1.2787,0.4211,-0.122,0.3494,1
46,178,104115,104164,4115,179,108,427024,48,127,1360,0,1,40,0.0676,0.3638,0.3712,0.0971,0.7374,0.4537,0.0,3.6144,2.1206,1.6902,-0.6288,-0.1893,1.0,0
1237,1246,9737743,9737771,171,28,28,17727,95,117,1362,0,1,40,0.1703,0.3214,0.3214,0.0066,0.3214,1.0,1.0,2.233,0.9542,1.4472,0.6786,-0.1901,0.417,1
41,214,2254664,2254729,6176,307,140,639433,36,124,1356,0,1,40,0.0605,0.4508,0.3757,0.1276,0.5635,0.4643,0.0,3.7907,2.238,1.8129,-0.6243,-0.1911,1.0,0
796,822,2182560,2182564,68,26,11,6013,79,101,1370,1,0,80,0.8,0.3462,0.1539,0.019,1.0,0.3636,0.0,1.8325,1.415,0.6021,-0.8461,-0.3092,0.2105,1
971,980,659476,659488,78,13,12,8448,89,129,1652,1,0,80,0.8136,0.2778,0.75,0.0055,0.6923,1.0,1.0,1.8921,0.9542,1.0792,0.25,-0.1539,0.215,1
196,209,157035,157044,60,20,14,7508,117,135,1364,0,1,40,0.2874,0.4872,0.6923,0.0095,0.65,0.6429,0.0,1.7781,1.1139,0.9542,-0.3077,-0.0224,0.2253,1
1176,1208,360880,360936,1467,37,68,146487,83,124,1353,0,1,70,0.2143,0.1814,0.5714,0.0236,0.8649,0.8235,1.0,3.1664,1.5051,1.7482,0.4286,-0.2199,0.9999,1
39,181,2563319,2563376,5261,190,107,553974,46,127,1400,0,1,40,0.0557,0.35,0.4014,0.1014,0.7474,0.5327,0.0,3.7211,2.1523,1.7559,-0.5986,-0.1774,1.0,0
1674,1682,570234,570244,35,14,10,2388,51,87,1686,1,0,150,0.0047,0.5625,0.8,0.0047,0.5714,1.0,1.0,1.5441,0.9031,1.0,0.2,-0.467,0.1852,1
51,64,661248,661284,297,59,43,34779,110,127,1353,0,1,70,0.0754,0.3654,0.3611,0.0096,0.2203,0.8372,1.0,2.4728,1.1139,1.5563,0.6389,-0.0852,0.7512,1
1598,1607,2932024,2932064,169,34,43,17673,85,120,1687,1,0,80,0.0948,0.5306,0.225,0.0053,0.2647,0.9302,1.0,2.2279,0.9542,1.6021,0.775,-0.183,0.5951,1
1039,1048,1338444,1338453,66,10,9,7683,101,130,1362,1,0,120,0.4611,0.1852,1.0,0.0066,0.9,1.0,0.5,1.8195,0.9542,0.9542,0.0,-0.0905,0.1862,1
1335,1668,2191536,2191539,795,333,62,95390,77,167,1692,1,0,70,0.0284,0.2042,0.009,0.1968,1.0,0.0484,0.0,2.9004,2.5224,0.4771,-0.991,-0.0626,0.9905,1
61,93,2310852,2310855,68,32,11,8808,95,166,1692,1,0,70,0.0721,0.2917,0.0938,0.0189,1.0,0.2727,0.0,1.8325,1.5051,0.4771,-0.9063,0.012,0.2018,1
41,218,2002718,2002782,6944,256,113,723643,41,124,1358,0,1,40,0.0604,0.387,0.3616,0.1303,0.6914,0.5664,0.0,3.8416,2.248,1.8062,-0.6384,-0.1858,1.0,0
73,87,272159,272168,69,19,13,8813,118,141,1358,0,1,200,0.1075,0.4524,0.6429,0.0103,0.7368,0.6923,0.0,1.8389,1.1461,0.9542,-0.3571,-0.0022,0.2359,1
435,729,4737382,4737394,1851,304,87,201109,91,132,1352,1,0,100,0.6435,0.4753,0.0408,0.2175,0.9671,0.1379,0.0,3.2674,2.4683,1.0792,-0.9592,-0.1512,1.0,1
1327,1332,1647908,1647954,144,20,47,17271,110,132,1354,0,1,40,0.0325,0.3739,0.1087,0.0037,0.25,0.9787,1.0,2.1584,0.699,1.6628,0.8913,-0.063,0.3819,1
1043,1053,1082240,1082248,64,12,8,7296,97,132,1687,1,0,80,0.7516,0.2,0.8,0.0059,0.8333,1.0,0.0,1.8062,1.0,0.9031,-0.2,-0.1094,0.1852,1
613,620,9228,9246,85,12,18,8495,88,124,1366,0,1,175,0.8975,0.3254,0.3889,0.0051,0.5833,1.0,1.0,1.9294,0.8451,1.2553,0.6111,-0.2192,0.2359,1
793,801,2533145,2533151,31,9,6,3476,99,121,1687,1,0,70,0.9401,0.3542,0.75,0.0047,0.8889,1.0,0.0,1.4914,0.9031,0.7782,-0.25,-0.124,0.1551,1
84,214,7261606,7261658,4080,188,91,435821,64,127,1358,0,1,40,0.1237,0.3965,0.4,0.0957,0.6915,0.5714,0.0,3.6107,2.1139,1.716,-0.6,-0.1655,1.0,0
171,182,1804039,1804048,69,12,9,8210,99,143,1688,1,0,100,0.2026,0.303,0.8182,0.0065,0.9167,1.0,0.0,1.8389,1.0414,0.9542,-0.1818,-0.0704,0.2051,1
355,461,2203324,2203335,527,118,44,62384,110,134,1358,0,1,40,0.5228,0.548,0.1038,0.0781,0.8983,0.25,0.0,2.7218,2.0253,1.0414,-0.8962,-0.0752,0.9969,1
911,920,344819,344829,54,12,11,4761,79,102,1358,1,0,300,0.6451,0.4,0.9,0.0066,0.75,0.9091,1.0,1.7324,0.9542,1.0,0.1,-0.3112,0.1954,1
206,220,138169,138184,104,29,18,11981,108,125,1362,0,1,200,0.3025,0.5048,0.9333,0.0103,0.4828,0.8333,1.0,2.017,1.1461,1.1761,0.0667,-0.1,0.3509,1
39,192,1842518,1842677,11211,639,387,1293558,35,141,1402,0,1,40,0.0556,0.5391,0.9623,0.1091,0.2394,0.4108,1.0,4.0496,2.1847,2.2014,0.0377,-0.0986,1.0,0
832,848,712437,712446,67,29,12,8140,102,141,1692,1,0,143,0.9834,0.5347,0.5625,0.0095,0.5517,0.75,0.0,1.8261,1.2041,0.9542,-0.4375,-0.0508,0.2583,1
42,53,141291,141311,135,19,20,7015,36,71,1356,1,0,300,0.0619,0.3864,0.55,0.0081,0.5789,1.0,1.0,2.1303,1.0414,1.301,0.45,-0.594,0.3663,1
39,218,1658501,1658584,6828,297,152,705056,42,127,1358,0,1,40,0.0574,0.5404,0.4637,0.1318,0.6027,0.5461,0.0,3.8343,2.2529,1.9191,-0.5363,-0.1933,1.0,0
82,93,1146871,1146879,51,12,9,6193,107,143,1364,1,0,69,0.1202,0.4205,0.7273,0.0081,0.9167,0.8889,0.0,1.7076,1.0414,0.9031,-0.2727,-0.0513,0.1934,1
41,190,508837,508896,5702,216,119,591835,45,126,1356,0,1,40,0.0605,0.3514,0.396,0.1099,0.6898,0.4958,0.0,3.756,2.1732,1.7708,-0.604,-0.1891,1.0,0
1224,1248,133270,133321,461,64,60,54676,112,132,1396,0,1,120,0.212,0.6234,0.4706,0.0172,0.375,0.85,1.0,2.6637,1.3802,1.7076,0.5294,-0.0734,0.9979,1
16,32,21104,21135,225,51,57,33183,133,165,1353,0,1,100,0.0236,0.5464,0.5161,0.0118,0.3137,0.5439,1.0,2.3522,1.2041,1.4914,0.4839,0.1522,0.7844,1
